Exercise,Category,BodyPart,Equipment,Difficulty,Stimulus-to-Fatigue,Expected Time,Hypertrophy Rating
TBS Rope Cable Push-Down,Strength,Triceps,Cable,Intermediate,0.677071684,15.68531159,0.581044959
Single-arm cable triceps kick-back,Strength,Triceps,Cable,Intermediate,0.63057702,15.51595809,0.572968061
Incline cable rope triceps extension,Strength,Triceps,Cable,Intermediate,0.668768518,17.36389621,0.520617994
Reverse-grip cable straight-bar push-down,Strength,Triceps,Cable,Intermediate,0.69892522,17.61586571,0.57747385
Kneeling Cable Triceps Extension - Gethin Variation,Strength,Triceps,Cable,Intermediate,0.670202082,14.95800312,0.699197735
Cable Overhead Triceps Extension - Gethin Variation,Strength,Triceps,Cable,Intermediate,0.7138885,16.56624938,0.556525701
Reverse-Grip Cable Triceps Pushdown - Gethin Variation,Strength,Triceps,Cable,Intermediate,0.673179966,16.02137136,0.637225007
Cable Triceps Extension - Gethin Variation,Strength,Triceps,Cable,Intermediate,0.686611453,17.14874722,0.588990165
Single-arm incline triceps extension,Strength,Triceps,Cable,Intermediate,0.687030214,18.1590957,0.627539393
Triceps Overhead Extension with Rope - Gethin Variation,Strength,Triceps,Cable,Intermediate,0.641617237,16.62427705,0.664843038
Cable rope push-down,Strength,Triceps,Cable,Intermediate,0.729725553,16.58911859,0.574459853
Cable straight-bar push-down,Strength,Triceps,Cable,Intermediate,0.624378087,16.43815293,0.565866059
Straight-arm bar pull-down,Strength,Triceps,Cable,Intermediate,0.67225407,16.11801112,0.596813744
AM Rope Triceps Pushdown,Strength,Triceps,Cable,Intermediate,0.706846337,17.85302053,0.672462916
AM Bar Triceps Push-Down,Strength,Triceps,Cable,Intermediate,0.721331436,16.34040618,0.676437557
Rope overhead triceps extension,Strength,Triceps,Cable,Intermediate,0.68887453,15.67191675,0.584141848
UP Rope Push-down,Strength,Triceps,Cable,Intermediate,0.769778115,16.45717839,0.519641735
UP Triceps Extension Straight-Bar Push-Down,Strength,Triceps,Cable,Intermediate,0.721736743,18.16993422,0.627825128
LD Cable One-Arm Upright Row,Strength,Triceps,Cable,Intermediate,0.650999295,16.51565904,0.588411143
30 Arms Underhand Cable Straight-Bar Push-Down,Strength,Triceps,Cable,Intermediate,0.756507265,15.77607108,0.585834351
30 Arms Single-Arm Reverse-Grip Cable Push-Down,Strength,Triceps,Cable,Intermediate,0.732910919,14.88462447,0.593149469
30 Arms Cable V-Bar Push-Down,Strength,Triceps,Cable,Intermediate,0.684729176,16.28653116,0.603867951
30 Arms Cable Straight-Bar Push-Down,Strength,Triceps,Cable,Intermediate,0.742165768,15.62581558,0.577297395
30 Arms Cable Rope Push-Down,Strength,Triceps,Cable,Intermediate,0.679204471,16.75182748,0.5353759
30 Arms Cable Rope Overhead Triceps Extension,Strength,Triceps,Cable,Intermediate,0.663288229,15.83662297,0.558487021
BFR underhand straight-bar push-down,Strength,Triceps,Cable,Intermediate,0.631578458,17.65321646,0.59113477
BFR overhand straight-bar push-down,Strength,Triceps,Cable,Intermediate,0.681253141,15.67048192,0.547014974
BFR cable rope push-down,Strength,Triceps,Cable,Intermediate,0.71743746,16.24554643,0.592407749
Triceps Pressdown,Strength,Triceps,Cable,Intermediate,0.627471906,14.59635561,0.564306257
Dumbbell floor press,Powerlifting,Triceps,Dumbbell,Intermediate,0.538883183,21.61326968,0.859284207
Dumbbell V-Sit Cross Jab,Strength,Abdominals,Dumbbell,Intermediate,0.625585766,17.55244653,0.613989114
Dumbbell spell caster,Strength,Abdominals,Dumbbell,Beginner,0.774445051,15.98040208,0.489509689
Dumbbell side bend,Strength,Abdominals,Dumbbell,Intermediate,0.635325575,18.74389623,0.685401422
Dumbbell crunch,Strength,Abdominals,Dumbbell,Intermediate,0.638600835,16.79623233,0.67258089
Dumbbell Fix Dumbbell Sprawl,Strength,Abdominals,Dumbbell,Intermediate,0.619676304,16.16232963,0.609838624
Dumbbell Fix Alternating Renegade Row,Strength,Abdominals,Dumbbell,Intermediate,0.580005474,16.97987692,0.654016768
Dumbbell Fix Dumbbell Mountain Climber,Strength,Abdominals,Dumbbell,Intermediate,0.66770267,17.68249745,0.632049083
Dumbbell Fix Dumbbell Russian Twist,Strength,Abdominals,Dumbbell,Intermediate,0.662656874,17.88160876,0.668306661
Dumbbell Fix Dumbbell Pull-Over,Strength,Abdominals,Dumbbell,Intermediate,0.613069869,19.08692213,0.650497065
Dumbbell Fix Dumbbell Sit-Up,Strength,Abdominals,Dumbbell,Intermediate,0.60716076,19.29036943,0.606172561
Dumbbell Fix Dumbbell Front Squat,Strength,Abdominals,Dumbbell,Intermediate,0.563329504,17.74941599,0.623762169
Dumbbell Fix Full Man Maker,Strength,Abdominals,Dumbbell,Intermediate,0.605197186,16.18297016,0.569377931
Dumbbell T-hold,Strength,Abdominals,Dumbbell,Intermediate,0.603395546,18.10817859,0.636850921
Dumbbell hollow-body floor press,Strength,Abdominals,Dumbbell,Intermediate,0.662153979,18.3641253,0.641195796
Dumbbell crusher,Strength,Abdominals,Dumbbell,Intermediate,0.680466453,16.49243752,0.599164095
Dumbbell Crunch - Gethin Variation,Strength,Abdominals,Dumbbell,Intermediate,0.658814331,17.92371507,0.661611411
Single-arm dumbbell crunch,Strength,Abdominals,Dumbbell,Intermediate,0.617192687,18.48078162,0.710638121
HM Alternating Dumbbell Plank Row,Strength,Abdominals,Dumbbell,Intermediate,0.585792467,16.17378197,0.652939631
Dumbbell straight-legged hip raise,Strength,Abdominals,Dumbbell,Intermediate,0.616909247,19.36775688,0.579116146
Seated leg tuck with dumbbell,Strength,Abdominals,Dumbbell,Intermediate,0.642475272,17.62064724,0.65479733
Dumbbell V-sit cross jab-,Strength,Abdominals,Dumbbell,Intermediate,0.60388733,18.28632911,0.592984635
30 Hanging Leg Raise With Dumbbell,Strength,Abdominals,Dumbbell,Intermediate,0.63561393,16.91527508,0.65414244
Dumbbell Get-Up Sit-Up,Strength,Abdominals,Dumbbell,Expert,0.688512375,18.76334721,0.500327974
Holman Right Side Plank with Left Triceps Press,Strength,Abdominals,Dumbbell,Intermediate,0.597606151,19.05974563,0.614954455
Holman Left Side Plank with Right Triceps Press,Strength,Abdominals,Dumbbell,Intermediate,0.646783481,15.40587216,0.63631218
Holman Boat with Feet Push-Out and Overhead Press,Strength,Abdominals,Dumbbell,Intermediate,0.664888226,18.8642468,0.622406508
Holman Hovering Plank Row,Strength,Abdominals,Dumbbell,Intermediate,0.619049078,17.60269489,0.643666029
Holman Weighted Seated Killer Abs to Russian Twist,Strength,Abdominals,Dumbbell,Intermediate,0.643851059,18.65654634,0.629259261
Holman Straight Plank Dumbbell Reach-Under,Strength,Abdominals,Dumbbell,Intermediate,0.635833528,18.40535374,0.594667614
Holman Straight-Arm Side Plank Overhead Press to Chest Press,Strength,Abdominals,Dumbbell,Intermediate,0.588496738,16.48982756,0.658153633
Holman Weighted Burpee to Pike,Strength,Abdominals,Dumbbell,Intermediate,0.645050962,17.720531,0.598054934
Holman Straight-Legged Boat Chest Press,Strength,Abdominals,Dumbbell,Intermediate,0.688215843,14.37522063,0.682568021
Holman Weighted Burpee to Side Delt Raise,Strength,Abdominals,Dumbbell,Intermediate,0.633456012,18.35414778,0.65772718
Holman Heavy Double Pike,Strength,Abdominals,Dumbbell,Intermediate,0.665168288,17.5071413,0.53526992
Holman Heavy Double Split Pike,Strength,Abdominals,Dumbbell,Intermediate,0.565900799,18.27751027,0.580474796
MetaBurn Alternating Dumbbell Sit-Through,Strength,Abdominals,Dumbbell,Intermediate,0.584434329,17.33251298,0.69531773
MetaBurn Alternating Plank Row With Dumbbell Pull-Through,Strength,Abdominals,Dumbbell,Intermediate,0.670884512,18.45293175,0.662466618
MetaBurn Alternating Plank Row With Push-Up,Strength,Abdominals,Dumbbell,Intermediate,0.695255389,17.62363584,0.64389979
MetaBurn Dumbbell Russian Twist,Strength,Abdominals,Dumbbell,Intermediate,0.690477802,16.88420865,0.481277184
MetaBurn Dumbbell Toe-Touch,Strength,Abdominals,Dumbbell,Intermediate,0.618507321,17.92573717,0.638918485
MetaBurn Plank To Alternating Row,Strength,Abdominals,Dumbbell,Intermediate,0.692737009,16.30315687,0.615680395
Standing dumbbell knee crunch-,Strength,Abdominals,Dumbbell,Intermediate,0.715113121,18.64125826,0.611845801
MetaBurn Plank With Dumbbell Rotation,Strength,Abdominals,Dumbbell,Intermediate,0.673719739,16.89718976,0.534361741
FYR2 Dumbbell Crab Reach,Strength,Abdominals,Dumbbell,Intermediate,0.649708616,19.02242851,0.639541364
FYR2 Dumbbell Man-Maker,Strength,Abdominals,Dumbbell,Intermediate,0.669000515,17.79046765,0.703099574
FYR2 Dumbbell Sit-Up Reach,Strength,Abdominals,Dumbbell,Intermediate,0.669953337,17.57264697,0.591591108
FYR2 Loaded Beast Sprawl,Strength,Abdominals,Dumbbell,Intermediate,0.674907514,17.4504177,0.66177298
FYR2 Loaded to Unloaded Beast,Strength,Abdominals,Dumbbell,Intermediate,0.635567128,19.97483069,0.673083971
Lying Leg Pullover,Strength,Abdominals,Dumbbell,Intermediate,0.606391173,16.7853859,0.682973499
Incline Hammer Curls,Strength,Biceps,Dumbbell,Beginner,0.793610629,15.39298637,0.476246845
Hammer Curls,Strength,Biceps,Dumbbell,Intermediate,0.664465066,17.56986305,0.578881307
Biceps curl to shoulder press,Strength,Biceps,Dumbbell,Beginner,0.756605375,17.22617049,0.475170934
Concentration curl,Strength,Biceps,Dumbbell,Intermediate,0.603770875,18.58724177,0.685085245
Flexor Incline Dumbbell Curls,Strength,Biceps,Dumbbell,Beginner,0.800248693,13.51032015,0.496082859
Dumbbell Bicep Curl,Strength,Biceps,Dumbbell,Intermediate,0.611362479,16.97993293,0.703025046
Cross-body hammer curl,Strength,Biceps,Dumbbell,Beginner,0.71024176,15.85726008,0.557195029
Dumbbell Alternate Bicep Curl,Strength,Biceps,Dumbbell,Intermediate,0.635024504,17.1800715,0.604092049
Single-arm dumbbell preacher curl,Strength,Biceps,Dumbbell,Intermediate,0.692449522,18.70273918,0.579011925
Alternate Incline Dumbbell Curl,Strength,Biceps,Dumbbell,Intermediate,0.659989278,17.34180317,0.653986032
Standing concentration curl,Strength,Biceps,Dumbbell,Beginner,0.813852997,15.61491255,0.509669846
Alternating incline dumbbell biceps curl,Strength,Biceps,Dumbbell,Intermediate,0.624453919,17.46140762,0.674870877
Alternate Hammer Curl,Strength,Biceps,Dumbbell,Intermediate,0.597959121,18.03438027,0.664750378
Seated dumbbell biceps curl,Strength,Biceps,Dumbbell,Intermediate,0.62441973,19.72777418,0.630138887
Preacher Hammer Dumbbell Curl,Strength,Biceps,Dumbbell,Beginner,0.838901006,16.53155628,0.487928342
Dumbbell preacher curl,Strength,Biceps,Dumbbell,Intermediate,0.645537315,17.58315711,0.625011536
Lying Supine Dumbbell Curl,Strength,Biceps,Dumbbell,Beginner,0.757167565,15.65629328,0.491418935
Standing Dumbbell Reverse Curl,Strength,Biceps,Dumbbell,Beginner,0.767537109,15.24980985,0.484380414
Palms-out incline biceps curl,Strength,Biceps,Dumbbell,Beginner,0.751114327,16.26614712,0.498462113
Straight-arm plank with biceps curl,Strength,Biceps,Dumbbell,Beginner,0.705018169,15.94717917,0.502631924
Face-down incline dumbbell biceps curl,Strength,Biceps,Dumbbell,Beginner,0.744105338,15.247159,0.495573209
Seated Dumbbell Inner Biceps Curl,Strength,Biceps,Dumbbell,Beginner,0.789075138,14.6957676,0.537105915
Standing Inner-Biceps Curl,Strength,Biceps,Dumbbell,Beginner,0.807008694,16.59616485,0.516085382
Seated hammer curl,Strength,Biceps,Dumbbell,Intermediate,0.737891707,16.75694961,0.627481981
Paul Carter Incline Dumbbell Biceps Curl,Strength,Biceps,Dumbbell,Intermediate,0.648313291,17.60255267,0.617479168
Paul Carter Concentration Curl,Strength,Biceps,Dumbbell,Intermediate,0.556137953,17.79618163,0.628963603
FYR Dumbbell Curl,Strength,Biceps,Dumbbell,Intermediate,0.64207199,17.96283095,0.60926611
Dumbbell biceps curl to upright row,Strength,Biceps,Dumbbell,Intermediate,0.558363554,16.21440817,0.654702426
FYR Dumbbell Hammer Curl,Strength,Biceps,Dumbbell,Intermediate,0.631538952,17.02529875,0.575996399
Dumbbell overhead hold with single-arm curl,Strength,Biceps,Dumbbell,Intermediate,0.743495521,17.63215279,0.673317227
FYR Kneeling Biceps,Strength,Biceps,Dumbbell,Intermediate,0.619485179,17.29405402,0.668429796
Lunge hold dumbbell curl,Strength,Biceps,Dumbbell,Intermediate,0.56112889,18.47896948,0.57987758
FYR Dumbbell Biceps Curl,Strength,Biceps,Dumbbell,Intermediate,0.650003385,17.64615476,0.577306554
Alternating dumbbell snatch,Strength,Biceps,Dumbbell,Intermediate,0.59476543,17.01613756,0.620573023
TBS Incline Dumbbell Curl,Strength,Biceps,Dumbbell,Intermediate,0.610093052,18.1016887,0.701451556
TBS Hammer Curl,Strength,Biceps,Dumbbell,Intermediate,0.618588128,17.77957794,0.589675344
Reverse-grip dumbbell curl,Strength,Biceps,Dumbbell,Intermediate,0.677089178,17.31111501,0.606451289
Incline Dumbbell Curl - Gethin Variation,Strength,Biceps,Dumbbell,Intermediate,0.70589488,16.94107304,0.635570909
Hammer curl,Strength,Biceps,Dumbbell,Intermediate,0.64341295,18.50189696,0.617184034
Seated Dumbbell Curl - Gethin Variation,Strength,Biceps,Dumbbell,Intermediate,0.610543443,17.36816638,0.613249188
Dumbbell Hammer Curl - Gethin Variation,Strength,Biceps,Dumbbell,Intermediate,0.634756915,17.96692552,0.59235383
Single-arm seated dumbbell curl,Strength,Biceps,Dumbbell,Intermediate,0.567691061,18.80618873,0.642483496
Lying Cable Curl - Gethin Variation,Strength,Biceps,Dumbbell,Intermediate,0.644380982,18.49853721,0.638719575
Dumbbell biceps curl,Strength,Biceps,Dumbbell,Intermediate,0.651146839,16.36498725,0.60327505
Seated Biceps Hammer Curl,Strength,Biceps,Dumbbell,Intermediate,0.617096087,17.3876345,0.534990347
HM Alternating Reverse Lunge With Biceps Curl,Strength,Biceps,Dumbbell,Intermediate,0.648415594,18.53058052,0.581076426
AM Hammer Curls,Strength,Biceps,Dumbbell,Intermediate,0.668380342,17.23467732,0.697572134
AM Seated Hammer Curls,Strength,Biceps,Dumbbell,Intermediate,0.605638187,16.05047817,0.609116563
Seated alternating biceps curl,Strength,Biceps,Dumbbell,Intermediate,0.587639982,17.2829153,0.595462371
Alternating hammer curl,Strength,Biceps,Dumbbell,Intermediate,0.658349581,17.44951493,0.613037619
Alternating biceps curl,Strength,Biceps,Dumbbell,Intermediate,0.546889052,17.52041552,0.642967821
Holman Slow Biceps Curl,Strength,Biceps,Dumbbell,Intermediate,0.655811483,17.57331443,0.630942905
Holman Biceps Curl to Chest Punch,Strength,Biceps,Dumbbell,Intermediate,0.627095359,19.01323942,0.658375415
Holman Right Arm Heavy Biceps Curl,Strength,Biceps,Dumbbell,Intermediate,0.597281113,16.93329479,0.667537979
Holman Left Arm Heavy Biceps Curl,Strength,Biceps,Dumbbell,Intermediate,0.679637753,18.50418833,0.650998568
Holman Alternating Front Lunge Biceps Curl,Strength,Biceps,Dumbbell,Intermediate,0.573931707,17.24438706,0.66204947
Holman Weighted Double-Time Biceps Curl,Strength,Biceps,Dumbbell,Intermediate,0.658940424,18.18603435,0.60686912
Holman Heavy Right Arm Biceps Curl,Strength,Biceps,Dumbbell,Intermediate,0.648506037,17.15666136,0.63664161
Holman Heavy Left Arm Biceps Curl,Strength,Biceps,Dumbbell,Intermediate,0.659101946,17.24640098,0.615193415
MetaBurn Dumbbell Drag Curl,Strength,Biceps,Dumbbell,Intermediate,0.655303833,16.84573918,0.625355069
MetaBurn Hammer Curl to Overhead Press,Strength,Biceps,Dumbbell,Intermediate,0.659116267,18.70628906,0.653269872
MetaBurn Biceps Curl To Lateral Raise,Strength,Biceps,Dumbbell,Intermediate,0.663404385,17.69421289,0.621003521
FYR2 Alternating Dumbbell Curl,Strength,Biceps,Dumbbell,Intermediate,0.628434209,16.97582394,0.553990625
FYR2 Pulse Biceps Curl,Strength,Biceps,Dumbbell,Intermediate,0.67513373,17.66049246,0.661919057
FYR2 Seesaw Dumbbell Biceps Curl,Strength,Biceps,Dumbbell,Intermediate,0.630912069,17.99406735,0.645642792
FYR2 Single-Dumbbell Biceps Curl,Strength,Biceps,Dumbbell,Intermediate,0.623865954,19.20006421,0.649455931
FYR2 Dumbbell Curl-Row Complex,Strength,Biceps,Dumbbell,Intermediate,0.628188057,17.33837928,0.646037173
30 Arms Standing Dumbbell Hammer Curl 21s,Strength,Biceps,Dumbbell,Intermediate,0.597846189,17.04710459,0.665302395
30 Arms Standing Biceps Curl,Strength,Biceps,Dumbbell,Intermediate,0.673286529,18.77926732,0.595160139
30 Arms Standing Alternating Hammer Curl,Strength,Biceps,Dumbbell,Intermediate,0.664496599,18.26671349,0.693951496
30 Arms Standing Alternating Biceps Curl,Strength,Biceps,Dumbbell,Intermediate,0.661830931,17.19803822,0.657282275
30 Arms Single-Arm Hammer Preacher Curl,Strength,Biceps,Dumbbell,Intermediate,0.695054409,17.19927785,0.625540853
30 Arms Single-Arm Dumbbell Preacher Curl,Strength,Biceps,Dumbbell,Intermediate,0.62415355,16.26698162,0.674360776
30 Arms Seated Dumbbell Concentration Curl,Strength,Biceps,Dumbbell,Intermediate,0.656373742,16.81214467,0.575555635
30 Arms Seated Biceps Curl,Strength,Biceps,Dumbbell,Intermediate,0.583135309,18.55166715,0.640172888
30 Arms Seated Alternating Biceps Curl,Strength,Biceps,Dumbbell,Intermediate,0.589937324,17.93586986,0.634695051
30 Arms Incline Hammer Curl,Strength,Biceps,Dumbbell,Intermediate,0.577245477,17.56931006,0.644328793
30 Arms Incline Dumbbell Triceps Extension,Strength,Biceps,Dumbbell,Intermediate,0.637494131,18.35111697,0.622206
30 Arms Hammer Curl,Strength,Biceps,Dumbbell,Intermediate,0.662665259,19.26053669,0.712317856
Calf Raise On A Dumbbell,Strength,Calves,Dumbbell,Beginner,0.825815742,13.96018897,0.397286384
Standing Dumbbell Calf Raise,Strength,Calves,Dumbbell,Intermediate,0.608725872,18.69958516,0.670799524
Single-leg standing dumbbell calf raise,Strength,Calves,Dumbbell,Intermediate,0.684085484,16.92715534,0.607015498
Dumbbell walking calf raise,Strength,Calves,Dumbbell,Intermediate,0.697636676,17.50425316,0.602573306
Dumbbell Bench Press,Strength,Chest,Dumbbell,Intermediate,0.699030384,18.19389732,0.659583265
Dumbbell Flyes,Strength,Chest,Dumbbell,Intermediate,0.61254273,18.36782513,0.691368606
Incline dumbbell bench press,Strength,Chest,Dumbbell,Intermediate,0.57483579,16.91037456,0.61165018
Decline Dumbbell Flyes,Strength,Chest,Dumbbell,Intermediate,0.604877791,17.99857608,0.673640757
Reverse-grip incline dumbbell bench press,Strength,Chest,Dumbbell,Beginner,0.832356167,16.23181769,0.493717546
Incline Dumbbell Flyes,Strength,Chest,Dumbbell,Intermediate,0.699530648,18.19176685,0.587905887
Neutral-grip dumbbell bench press,Strength,Chest,Dumbbell,Intermediate,0.658301092,17.48613612,0.647816648
Decline dumbbell bench press,Strength,Chest,Dumbbell,Intermediate,0.664486543,17.75125844,0.653833736
Single-arm kettlebell row,Strength,Chest,Dumbbell,Intermediate,0.644471648,19.04174986,0.685888077
Hammer Grip Incline DB Bench Press,Strength,Chest,Dumbbell,Beginner,0.738889969,14.46070679,0.511685414
Straight-arm dumbbell pull-over,Strength,Chest,Dumbbell,Intermediate,0.651967086,16.38356191,0.660700193
Incline Dumbbell Bench With Palms Facing In,Strength,Chest,Dumbbell,Beginner,0.836958817,14.72989588,0.480049365
Incline Dumbbell Flyes - With A Twist,Strength,Chest,Dumbbell,Beginner,0.82242278,16.79099412,0.458138709
Bent-arm dumbbell pull-over,Strength,Chest,Dumbbell,Intermediate,0.609780886,20.02860756,0.643272101
Close-grip dumbbell bench press,Strength,Chest,Dumbbell,Intermediate,0.649074843,16.2426477,0.642686688
Single-dumbbell push-up,Strength,Chest,Dumbbell,Intermediate,0.653050633,17.08795716,0.574432655
One-Arm Flat Bench Dumbbell Flye,Strength,Chest,Dumbbell,Beginner,0.752320047,14.39669834,0.447733742
Dumbbell Fix Dumbbell Floor Chest Fly,Strength,Chest,Dumbbell,Intermediate,0.622428656,18.34699785,0.689804751
Dumbbell Fix Traveling Push-Up,Strength,Chest,Dumbbell,Intermediate,0.583090233,18.48977355,0.629914218
Incline dumbbell chest fly,Strength,Chest,Dumbbell,Intermediate,0.688616136,18.53228883,0.540204381
Paul Carter Dumbbell Shrug,Strength,Chest,Dumbbell,Intermediate,0.653378684,17.36981348,0.647540005
Dumbbell push-up row,Strength,Chest,Dumbbell,Intermediate,0.616275628,18.48626879,0.600356765
TBS Dumbbell Incline Press,Strength,Chest,Dumbbell,Intermediate,0.544349204,17.84238059,0.665926911
Incline Dumbbell Fly - Gethin Variation,Strength,Chest,Dumbbell,Intermediate,0.684271606,17.58280493,0.602429903
Dumbbell bench press-,Strength,Chest,Dumbbell,Intermediate,0.549116009,18.1223936,0.581690724
Decline dumbbell fly and press,Strength,Chest,Dumbbell,Intermediate,0.640458328,17.63910276,0.582557793
Incline dumbbell fly and press,Strength,Chest,Dumbbell,Intermediate,0.635531628,18.05006265,0.640675115
Single-arm decline dumbbell bench press,Strength,Chest,Dumbbell,Intermediate,0.667154745,17.6599715,0.664320885
Single-arm incline dumbbell bench press,Strength,Chest,Dumbbell,Intermediate,0.671301238,18.54615155,0.619879553
Incline Dumbbell Press - Gethin Variation,Strength,Chest,Dumbbell,Intermediate,0.66759676,18.5695227,0.623935112
Dumbbell Chest Press - Gethin Variation,Strength,Chest,Dumbbell,Intermediate,0.654373618,18.87000525,0.655413961
Dumbbell Floor Press - Gethin Variation,Strength,Chest,Dumbbell,Intermediate,0.617614126,18.90975777,0.598787328
Decline Dumbbell Press - Gethin Variation,Strength,Chest,Dumbbell,Intermediate,0.616145734,17.8209125,0.681109917
Dumbbell chest fly,Strength,Chest,Dumbbell,Intermediate,0.6557226,18.70426117,0.666802535
Machine rear delt fly,Strength,Chest,Dumbbell,Intermediate,0.537775166,18.02950177,0.625138895
AM Dumbbell Bench Press,Strength,Chest,Dumbbell,Intermediate,0.692401774,18.6435838,0.598683266
UP Incline Dumbbell Press,Strength,Chest,Dumbbell,Intermediate,0.600832029,17.06927933,0.613193282
UP Incline Dumbbell Fly,Strength,Chest,Dumbbell,Intermediate,0.638587531,17.26035904,0.590492623
Holman Push-Up to Belly Touch,Strength,Chest,Dumbbell,Intermediate,0.680065191,19.2885683,0.640039131
Single-arm dumbbell floor press,Strength,Chest,Dumbbell,Intermediate,0.658913846,18.80412995,0.690589399
Total Fitness Weighted Push-Up,Strength,Chest,Dumbbell,Intermediate,0.576348522,17.4027156,0.720883942
King Maker Standing Dumbbell Shoulder Press,Strength,Chest,Dumbbell,Intermediate,0.635443933,16.98887995,0.704930632
30 Chest Incline Dumbbell Fly,Strength,Chest,Dumbbell,Intermediate,0.700633111,18.61279014,0.681509456
30 Chest Incline Dumbbell Bench Press,Strength,Chest,Dumbbell,Intermediate,0.664840908,18.19016972,0.669474637
30 Chest Dumbbells-Together Press,Strength,Chest,Dumbbell,Intermediate,0.566975065,18.18569043,0.578727508
30 Chest Dumbbells-Together Incline Bench Press,Strength,Chest,Dumbbell,Intermediate,0.64946211,18.68709556,0.598210081
30 Chest Dumbbell Fly,Strength,Chest,Dumbbell,Intermediate,0.614175753,19.06048549,0.606692734
30 Chest Dumbbell Bench Press,Strength,Chest,Dumbbell,Intermediate,0.670533862,16.8137784,0.646923796
30 Chest 30-Degree Incline Dumbbell Fly,Strength,Chest,Dumbbell,Intermediate,0.654787622,17.82935317,0.660768723
FYR2 Single-Dumbbell Push-Up,Strength,Chest,Dumbbell,Intermediate,0.674262461,17.79392849,0.584975573
Seated One-Arm Dumbbell Palms-Up Wrist Curl,Strength,Forearms,Dumbbell,Beginner,0.802682921,14.88950322,0.479112646
Palms-Up Dumbbell Wrist Curl Over A Bench,Strength,Forearms,Dumbbell,Beginner,0.851718374,15.69567399,0.492241985
Seated palms-down wrist curl,Strength,Forearms,Dumbbell,Beginner,0.8459196,14.9567787,0.491373671
Palms-Down Dumbbell Wrist Curl Over A Bench,Strength,Forearms,Dumbbell,Beginner,0.807166299,16.53610592,0.461616158
Seated One-Arm Dumbbell Palms-Down Wrist Curl,Strength,Forearms,Dumbbell,Beginner,0.808115076,15.53009305,0.454537247
Seated Dumbbell Palms-Up Wrist Curl,Strength,Forearms,Dumbbell,Beginner,0.846501449,17.31721698,0.515704911
Partner farmer's walk,Strength,Forearms,Dumbbell,Beginner,0.803895674,16.10508955,0.405822865
Dumbbell suitcase carry,Strength,Forearms,Dumbbell,Intermediate,0.592159269,17.76544506,0.591729367
Suitcase Dumbbell Carry,Strength,Forearms,Dumbbell,Intermediate,0.603181595,19.61717657,0.597512099
Side plank with dumbbell external rotation,Strength,Forearms,Dumbbell,Intermediate,0.604817297,17.54008263,0.62477976
Single-arm triceps kick-back,Strength,Glutes,Dumbbell,Intermediate,0.626615834,18.55950431,0.544993654
Holman Lateral High Knees to Quad Touch Jump,Strength,Glutes,Dumbbell,Intermediate,0.665233793,17.79823791,0.531199179
FYR2 Dumbbell Hip Thrust,Strength,Glutes,Dumbbell,Intermediate,0.681763222,15.93733641,0.57548026
FYR2 Glute Bridge Dumbbell Floor Press,Strength,Glutes,Dumbbell,Intermediate,0.55136273,17.97260603,0.697596032
Romanian Deadlift With Dumbbells,Strength,Hamstrings,Dumbbell,Beginner,0.827930025,14.06736409,0.480891459
Stiff-Legged Dumbbell Deadlift,Strength,Hamstrings,Dumbbell,Intermediate,0.611208091,18.31921643,0.584965149
Dumbbell Fix Dumbbell Swing,Strength,Hamstrings,Dumbbell,Intermediate,0.601728614,16.51607259,0.626515657
Dumbbell Lying Hamstring Curl,Strength,Hamstrings,Dumbbell,Intermediate,0.551124324,17.41132445,0.614679752
30 Legs Dumbbell Stiff-Legged Deadlift,Strength,Hamstrings,Dumbbell,Intermediate,0.604097267,17.64959827,0.6598219
PJR pull-over-,Strength,Lats,Dumbbell,Intermediate,0.608174611,16.79199932,0.586780041
Dumbbell seal row,Strength,Lats,Dumbbell,Intermediate,0.617017894,16.45164752,0.59305525
Incline Dumbbell Row - Gethin Variation,Strength,Lats,Dumbbell,Intermediate,0.6364846,18.70456929,0.585089682
FYR Bent-Over Dumbbell Row,Strength,Lats,Dumbbell,Intermediate,0.664259643,16.79925107,0.650031252
Straight-Arm Dumbbell Pull-Over - Gethin Variation,Strength,Lats,Dumbbell,Intermediate,0.612826455,17.11801543,0.573651469
Bent-Over Dumbbell Row - Gethin Variation,Strength,Lats,Dumbbell,Intermediate,0.682331975,18.0480404,0.593544305
Bent-over dumbbell rear delt fly,Strength,Lats,Dumbbell,Intermediate,0.630284126,16.54920218,0.621606429
Band Resisted Dumbbell Row,Strength,Lats,Dumbbell,Intermediate,0.608672394,17.50646734,0.586525295
Holman Right Arm Weighted Half Jack,Strength,Lats,Dumbbell,Intermediate,0.643023579,18.24633208,0.611891286
Holman Left Arm Weighted Half Jack,Strength,Lats,Dumbbell,Intermediate,0.65650806,18.18993531,0.62339363
Holman Renegade Row,Strength,Lats,Dumbbell,Intermediate,0.628504549,19.99867105,0.613419635
Holman Renegade Row with Opposite Foot Step-Out,Strength,Lats,Dumbbell,Intermediate,0.599553387,17.15568153,0.656957958
Holman Renegade Row to Weighted Burpee,Strength,Lats,Dumbbell,Intermediate,0.661476354,16.95304751,0.580524018
Holman Weighted Double-Arm Cross Punch,Strength,Lats,Dumbbell,Intermediate,0.6364446,17.50504932,0.640724934
Holman Standing Flat Back Row,Strength,Lats,Dumbbell,Intermediate,0.570464518,17.38583562,0.612062701
