order_date,requested_delivery_date,Customer Country Code,Product Code,Description,order_type,Customer Order Code,value,Curr,items,Route
05.07.2011,01.04.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200708276,0,RUB,\N,RU0001
05.07.2011,30.05.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200708291,2452.5,RUB,5,RU0001
05.07.2011,15.04.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200708295,5275.6,RUB,11,RU0001
06.07.2011,01.04.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200708526,7153.12,RUB,15,RU0001
07.07.2011,01.04.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200709040,4011.2,RUB,8,RU0001
07.07.2011,30.04.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200709045,2398,RUB,5,RU0001
07.07.2011,15.02.2012,CH,L12917800,Parka Outdoor Lifestyle STD,VO,3200709247,105.6,CHF,5,FR01CH
08.07.2011,30.04.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200709375,6518.2,RUB,13,RU0001
08.07.2011,01.02.2012,DE,L12917800,Parka Outdoor Lifestyle STD,VO,3200709376,1952,EUR,200,FR01DE
08.07.2011,30.04.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200709442,4512.6,RUB,9,RU0001
08.07.2011,15.04.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200709443,5286.5,RUB,10,RU0001
08.07.2011,15.05.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200709494,2370.75,RUB,5,RU0001
11.07.2011,01.04.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200710602,11630.3,RUB,22,RU0001
11.07.2011,01.05.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200710617,7357.5,RUB,15,RU0001
11.07.2011,01.04.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200710708,6016.8,RUB,12,RU0001
11.07.2011,30.05.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200710711,3471.65,RUB,7,RU0001
11.07.2011,30.04.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200710734,2452.5,RUB,5,RU0001
11.07.2011,20.02.2012,FI,L12917800,Parka Outdoor Lifestyle STD,VO,3200710762,87.68,EUR,8,FI01FR
11.07.2011,30.04.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200710778,9025.2,RUB,18,RU0001
12.07.2011,20.02.2012,FI,L12917800,Parka Outdoor Lifestyle STD,VO,3200711053,87.68,EUR,8,FI01FR
12.07.2011,20.02.2012,FI,L12917800,Parka Outdoor Lifestyle STD,VO,3200711111,87.68,EUR,8,FI01FR
12.07.2011,20.02.2012,FI,L12917800,Parka Outdoor Lifestyle STD,VO,3200711113,87.68,EUR,8,FI01FR
12.07.2011,20.02.2012,FI,L12917800,Parka Outdoor Lifestyle STD,VO,3200711149,87.68,EUR,8,FI01FR
14.07.2011,15.04.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200711750,10573,RUB,20,RU0001
14.07.2011,30.05.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200711836,4011.2,RUB,8,RU0001
15.07.2011,30.04.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200712258,8284,RUB,16,RU0001
18.07.2011,30.05.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200713361,6867,RUB,14,RU0001
19.07.2011,15.04.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200713916,10791,RUB,22,RU0001
19.07.2011,15.04.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200713926,5014,RUB,10,RU0001
20.07.2011,30.05.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200714256,19914.3,RUB,42,RU0001
15.09.2011,01.03.2012,FR,L12917800,Parka Outdoor Lifestyle STD,VO,3200717025,11.71,EUR,1,FR0001
26.07.2011,05.03.2012,FI,L12917800,Parka Outdoor Lifestyle STD,VO,3200717532,82.76,EUR,8,FI01FR
27.07.2011,05.03.2012,CH,L12917800,Parka Outdoor Lifestyle STD,VO,3200717839,0,CHF,\N,FR01CH
27.07.2011,20.03.2012,SK,L12917800,Parka Outdoor Lifestyle STD,VO,3200718133,33.39,EUR,3,1
28.07.2011,08.03.2012,CH,L12917800,Parka Outdoor Lifestyle STD,VO,3200718805,72,CHF,3,FR01CH
28.07.2011,08.03.2012,CH,L12917800,Parka Outdoor Lifestyle STD,VO,3200718806,134.39,CHF,7,FR01CH
28.07.2011,19.04.2012,FR,L12917800,Parka Outdoor Lifestyle STD,VO,3200718860,145.63,EUR,13,FR0001
29.07.2011,30.05.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200719613,0,RUB,\N,RU0001
02.08.2011,02.03.2012,PL,L12917800,Parka Outdoor Lifestyle STD,VO,3200721407,0,PLN,\N,1
05.08.2011,05.03.2012,CH,L12917800,Parka Outdoor Lifestyle STD,VO,3200723970,72,CHF,3,FR01CH
05.08.2011,10.04.2012,ES,L12917800,Parka Outdoor Lifestyle STD,VO,3200724091,24.12,EUR,2,SP0003
05.08.2011,01.03.2012,GR,L12917800,Parka Outdoor Lifestyle STD,VO,3200724129,0,EUR,\N,FR02GR
08.08.2011,12.03.2012,CH,L12917800,Parka Outdoor Lifestyle STD,VO,3200725633,0,CHF,\N,FR01CH
09.08.2011,01.03.2012,CH,L12917800,Parka Outdoor Lifestyle STD,VO,3200726190,0,CHF,\N,FR01CH
10.08.2011,15.03.2012,DE,L12917800,Parka Outdoor Lifestyle STD,VO,3200726507,30.64,EUR,3,FR01DE
14.08.2011,15.03.2012,DE,L12917800,Parka Outdoor Lifestyle STD,VO,3200729576,41.84,EUR,4,FR01DE
18.08.2011,01.03.2012,CH,L12917800,Parka Outdoor Lifestyle STD,VO,3200731028,84.48,CHF,4,FR01CH
22.08.2011,02.04.2012,DE,L12917800,Parka Outdoor Lifestyle STD,VO,3200734740,44.04,EUR,4,FR01DE
25.08.2011,01.03.2012,CH,L12917800,Parka Outdoor Lifestyle STD,VO,3200738791,91.2,CHF,4,FR01CH
25.08.2011,15.03.2012,DE,L12917800,Parka Outdoor Lifestyle STD,VO,3200738936,53.34,EUR,5,FR01DE
25.08.2011,15.05.2012,CH,L12917800,Parka Outdoor Lifestyle STD,VO,3200739116,91.2,CHF,4,FR01CH
29.08.2011,15.02.2012,DE,L12917800,Parka Outdoor Lifestyle STD,VO,3200741104,77.07,EUR,7,FR01DE
31.08.2011,30.06.2012,IT,L12917800,Parka Outdoor Lifestyle STD,VO,3200741994,0,EUR,\N,IT0000
01.09.2011,01.03.2012,EE,L12917800,Parka Outdoor Lifestyle STD,VO,3200742814,32,EUR,4,FR02EE
02.09.2011,30.05.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200743265,0,RUB,\N,RU0001
02.09.2011,15.04.2012,BG,L12917800,Parka Outdoor Lifestyle STD,VO,3200743288,48,EUR,6,FR02BG
02.09.2011,01.03.2012,GR,L12917800,Parka Outdoor Lifestyle STD,VO,3200743477,0,EUR,\N,FR02GR
02.09.2011,02.03.2012,PL,L12917800,Parka Outdoor Lifestyle STD,VO,3200743514,0,PLN,\N,1
02.09.2011,20.05.2012,PL,L12917800,Parka Outdoor Lifestyle STD,VO,3200743518,164.35,PLN,3,1
02.09.2011,20.02.2012,XK,L12917800,Parka Outdoor Lifestyle STD,VO,3200743526,56,EUR,7,AL0002
05.09.2011,12.03.2012,PT,L12917800,Parka Outdoor Lifestyle STD,VO,3200744877,0,EUR,\N,PT0001
05.09.2011,01.05.2012,RU,L12917800,Parka Outdoor Lifestyle STD,VO,3200744923,0,RUB,\N,RU0001
05.09.2011,05.03.2012,FR,L12917800,Parka Outdoor Lifestyle STD,VO,3200745047,71.8,EUR,6,FR0001
07.09.2011,02.03.2012,DE,L12917800,Parka Outdoor Lifestyle STD,VO,3200745808,55.05,EUR,5,FR01DE
09.09.2011,19.03.2012,AT,L12917800,Parka Outdoor Lifestyle STD,VO,3200747186,33.91,EUR,3,AT0003
12.09.2011,02.04.2012,FI,L12917800,Parka Outdoor Lifestyle STD,VO,3200748628,65.7,EUR,6,FI01FR
13.09.2011,01.02.2012,FR,L12917800,Parka Outdoor Lifestyle STD,VO,3200749522,76.38,EUR,6,FR0001
21.09.2011,14.02.2012,ES,L12917800,Parka Outdoor Lifestyle STD,VO,3200753641,11.82,EUR,1,SP0003
29.09.2011,07.02.2012,FR,L12917800,Parka Outdoor Lifestyle STD,VO,3200760452,68.74,EUR,6,FR0001
29.09.2011,15.03.2012,ES,L12917800,Parka Outdoor Lifestyle STD,VO,3200760511,50.24,EUR,4,SP0003
19.10.2011,01.03.2012,ES,L12917800,Parka Outdoor Lifestyle STD,VO,3200773491,37.68,EUR,3,SP0003
19.10.2011,15.04.2012,IT,L12917800,Parka Outdoor Lifestyle STD,VO,3200773580,65.8,EUR,5,IT0000
26.10.2011,05.03.2012,PT,L12917800,Parka Outdoor Lifestyle STD,VO,3200777142,0,EUR,\N,PT0001
09.06.2011,05.03.2012,FI,L12917900,Parka Outdoor Lifestyle STD,VO,3200693332,41.38,EUR,4,FI01FR
01.07.2011,15.03.2012,CH,L12917900,Parka Outdoor Lifestyle STD,VO,3200700310,165.12,CHF,8,FR01CH
04.07.2011,05.03.2012,DE,L12917900,Parka Outdoor Lifestyle STD,VO,3200708045,33.03,EUR,3,FR01DE
05.07.2011,20.03.2012,CH,L12917900,Parka Outdoor Lifestyle STD,VO,3200708187,93.12,CHF,4,FR01CH
05.07.2011,01.05.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200708268,4011.2,RUB,8,RU0001
05.07.2011,30.05.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200708291,2452.5,RUB,5,RU0001
05.07.2011,15.04.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200708295,5275.6,RUB,11,RU0001
06.07.2011,01.04.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200708506,2588.75,RUB,5,RU0001
06.07.2011,01.04.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200708526,7153.12,RUB,15,RU0001
07.07.2011,01.04.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200709040,4011.2,RUB,8,RU0001
07.07.2011,30.04.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200709045,2398,RUB,5,RU0001
07.07.2011,15.02.2012,CH,L12917900,Parka Outdoor Lifestyle STD,VO,3200709247,84.48,CHF,4,FR01CH
08.07.2011,30.04.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200709442,4512.6,RUB,9,RU0001
08.07.2011,15.04.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200709443,5286.5,RUB,10,RU0001
08.07.2011,01.05.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200709448,4267.35,RUB,9,RU0001
11.07.2011,30.04.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200710610,7357.5,RUB,15,RU0001
11.07.2011,01.04.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200710708,6016.8,RUB,12,RU0001
11.07.2011,30.05.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200710711,2479.75,RUB,5,RU0001
11.07.2011,30.04.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200710734,2452.5,RUB,5,RU0001
11.07.2011,30.04.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200710778,9025.2,RUB,18,RU0001
13.07.2011,01.02.2012,DE,L12917900,Parka Outdoor Lifestyle STD,VO,3200711415,371.83,EUR,36,FR01DE
13.07.2011,15.02.2012,SI,L12917900,Parka Outdoor Lifestyle STD,VO,3200711439,0,EUR,\N,FR01SI
13.07.2011,15.02.2012,SI,L12917900,Parka Outdoor Lifestyle STD,VO,3200711442,0,EUR,\N,FR01SI
13.07.2011,15.02.2012,SI,L12917900,Parka Outdoor Lifestyle STD,VO,3200711443,0,EUR,\N,FR01SI
13.07.2011,15.02.2012,SI,L12917900,Parka Outdoor Lifestyle STD,VO,3200711449,0,EUR,\N,FR01SI
13.07.2011,15.02.2012,SI,L12917900,Parka Outdoor Lifestyle STD,VO,3200711454,0,EUR,\N,FR01SI
13.07.2011,15.02.2012,SI,L12917900,Parka Outdoor Lifestyle STD,VO,3200711458,0,EUR,\N,FR01SI
13.07.2011,15.02.2012,SI,L12917900,Parka Outdoor Lifestyle STD,VO,3200711465,0,EUR,\N,FR01SI
13.07.2011,15.02.2012,SI,L12917900,Parka Outdoor Lifestyle STD,VO,3200711467,0,EUR,\N,FR01SI
13.07.2011,15.02.2012,SI,L12917900,Parka Outdoor Lifestyle STD,VO,3200711468,0,EUR,\N,FR01SI
13.07.2011,15.02.2012,SI,L12917900,Parka Outdoor Lifestyle STD,VO,3200711486,0,EUR,\N,FR01SI
13.07.2011,15.02.2012,SI,L12917900,Parka Outdoor Lifestyle STD,VO,3200711490,0,EUR,\N,FR01SI
13.07.2011,15.02.2012,HR,L12917900,Parka Outdoor Lifestyle STD,VO,3200711491,0,EUR,\N,FI0003
13.07.2011,15.02.2012,HR,L12917900,Parka Outdoor Lifestyle STD,VO,3200711492,0,EUR,\N,FI0003
13.07.2011,15.02.2012,HR,L12917900,Parka Outdoor Lifestyle STD,VO,3200711494,0,EUR,\N,FI0003
13.07.2011,15.02.2012,HR,L12917900,Parka Outdoor Lifestyle STD,VO,3200711495,0,EUR,\N,FI0003
13.07.2011,15.02.2012,HR,L12917900,Parka Outdoor Lifestyle STD,VO,3200711496,0,EUR,\N,FI0003
13.07.2011,15.02.2012,HR,L12917900,Parka Outdoor Lifestyle STD,VO,3200711497,0,EUR,\N,FI0003
13.07.2011,15.02.2012,HR,L12917900,Parka Outdoor Lifestyle STD,VO,3200711498,0,EUR,\N,FI0003
13.07.2011,15.02.2012,HR,L12917900,Parka Outdoor Lifestyle STD,VO,3200711499,0,EUR,\N,FI0003
14.07.2011,15.04.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200711750,11630.3,RUB,22,RU0001
14.07.2011,30.04.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200711751,2992.05,RUB,6,RU0001
15.07.2011,30.04.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200712234,4959.5,RUB,10,RU0001
15.07.2011,30.04.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200712250,2943,RUB,6,RU0001
15.07.2011,30.04.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200712258,8284,RUB,16,RU0001
15.07.2011,01.05.2012,SK,L12917900,Parka Outdoor Lifestyle STD,VO,3200712326,33.39,EUR,3,1
18.07.2011,01.03.2012,CH,L12917900,Parka Outdoor Lifestyle STD,VO,3200713481,66,CHF,3,FR01CH
18.07.2011,30.05.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200713504,4011.2,RUB,8,RU0001
19.07.2011,15.04.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200713926,5014,RUB,10,RU0001
19.07.2011,27.02.2012,CH,L12917900,Parka Outdoor Lifestyle STD,VO,3200714145,23.99,CHF,1,FR01CH
26.07.2011,05.03.2012,FI,L12917900,Parka Outdoor Lifestyle STD,VO,3200717532,82.76,EUR,8,FI01FR
27.07.2011,20.03.2012,SK,L12917900,Parka Outdoor Lifestyle STD,VO,3200718133,33.39,EUR,3,1
27.07.2011,28.06.2012,DE,L12917900,Parka Outdoor Lifestyle STD,VO,3200718177,31.78,EUR,4,FR01DE
27.07.2011,15.02.2012,CH,L12917900,Parka Outdoor Lifestyle STD,VO,3200718213,2699.2,EUR,241,FR0001
27.07.2011,22.05.2012,CH,L12917900,Parka Outdoor Lifestyle STD,VO,3200718219,0,EUR,\N,FR0001
28.07.2011,01.03.2012,CH,L12917900,Parka Outdoor Lifestyle STD,VO,3200718820,156.44,CHF,7,FR01CH
28.07.2011,19.04.2012,FR,L12917900,Parka Outdoor Lifestyle STD,VO,3200718860,134.43,EUR,12,FR0001
29.07.2011,01.03.2012,PL,L12917900,Parka Outdoor Lifestyle STD,VO,3200719095,185.59,PLN,4,1
29.07.2011,02.04.2012,PL,L12917900,Parka Outdoor Lifestyle STD,VO,3200719095,92.79,PLN,2,1
29.07.2011,30.04.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200719165,2943,RUB,6,RU0001
29.07.2011,30.05.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200719613,0,RUB,\N,RU0001
01.08.2011,01.03.2012,PL,L12917900,Parka Outdoor Lifestyle STD,VO,3200720980,185.6,PLN,4,1
01.08.2011,15.05.2012,CZ,L12917900,Parka Outdoor Lifestyle STD,VO,3200721066,0,CZK,\N,FR01CZ
02.08.2011,01.03.2012,SK,L12917900,Parka Outdoor Lifestyle STD,VO,3200721389,52.95,EUR,5,1
05.08.2011,01.03.2012,GR,L12917900,Parka Outdoor Lifestyle STD,VO,3200724129,0,EUR,\N,FR02GR
08.08.2011,02.04.2012,DE,L12917900,Parka Outdoor Lifestyle STD,VO,3200725610,44.04,EUR,4,FR01DE
09.08.2011,02.03.2012,DE,L12917900,Parka Outdoor Lifestyle STD,VO,3200726014,62.09,EUR,6,FR01DE
10.08.2011,02.03.2012,US,L12917900,Parka Outdoor Lifestyle STD,VO,3200726204,83.6,EUR,11,FR02UA
10.08.2011,02.04.2012,DE,L12917900,Parka Outdoor Lifestyle STD,VO,3200726475,33.03,EUR,3,FR01DE
10.08.2011,15.03.2012,DE,L12917900,Parka Outdoor Lifestyle STD,VO,3200726507,30.64,EUR,3,FR01DE
10.08.2011,27.03.2012,DE,L12917900,Parka Outdoor Lifestyle STD,VO,3200726773,0,EUR,\N,FR01DE
11.08.2011,02.03.2012,US,L12917900,Parka Outdoor Lifestyle STD,VO,3200727147,30.4,EUR,4,FR02UA
13.08.2011,15.02.2012,DE,L12917900,Parka Outdoor Lifestyle STD,VO,3200729516,83.67,EUR,8,FR01DE
14.08.2011,01.03.2012,DE,L12917900,Parka Outdoor Lifestyle STD,VO,3200729572,44.04,EUR,4,FR01DE
15.08.2011,15.03.2012,DE,L12917900,Parka Outdoor Lifestyle STD,VO,3200729776,176.62,EUR,18,FR01DE
16.08.2011,01.03.2012,CH,L12917900,Parka Outdoor Lifestyle STD,VO,3200729839,20.4,CHF,1,FR01CH
17.08.2011,15.03.2012,CH,L12917900,Parka Outdoor Lifestyle STD,VO,3200730142,72,CHF,3,FR01CH
18.08.2011,02.03.2012,DE,L12917900,Parka Outdoor Lifestyle STD,VO,3200730847,51.22,EUR,5,FR01DE
18.08.2011,01.04.2012,SK,L12917900,Parka Outdoor Lifestyle STD,VO,3200730865,55.65,EUR,5,1
18.08.2011,01.06.2012,SK,L12917900,Parka Outdoor Lifestyle STD,VO,3200730897,55.65,EUR,5,1
18.08.2011,01.03.2012,CH,L12917900,Parka Outdoor Lifestyle STD,VO,3200731028,84.48,CHF,4,FR01CH
19.08.2011,02.04.2012,DE,L12917900,Parka Outdoor Lifestyle STD,VO,3200731473,44.04,EUR,4,FR01DE
19.08.2011,01.03.2012,DE,L12917900,Parka Outdoor Lifestyle STD,VO,3200731474,41.4,EUR,4,FR01DE
20.08.2011,05.03.2012,AT,L12917900,Parka Outdoor Lifestyle STD,VO,3200731731,33.91,EUR,3,AT0003
24.08.2011,15.03.2012,DE,L12917900,Parka Outdoor Lifestyle STD,VO,3200735955,31.38,EUR,3,FR01DE
24.08.2011,01.03.2012,DE,L12917900,Parka Outdoor Lifestyle STD,VO,3200735988,59.52,EUR,6,FR01DE
25.08.2011,01.03.2012,DE,L12917900,Parka Outdoor Lifestyle STD,VO,3200738828,52.3,EUR,5,FR01DE
25.08.2011,15.05.2012,CH,L12917900,Parka Outdoor Lifestyle STD,VO,3200739116,68.4,CHF,3,FR01CH
25.08.2011,20.02.2012,DE,L12917900,Parka Outdoor Lifestyle STD,VO,3200739134,41.84,EUR,4,FR01DE
26.08.2011,05.03.2012,AT,L12917900,Parka Outdoor Lifestyle STD,VO,3200739493,33.2,EUR,3,AT0003
29.08.2011,15.03.2012,DE,L12917900,Parka Outdoor Lifestyle STD,VO,3200740941,0,EUR,\N,FR01DE
29.08.2011,15.02.2012,DE,L12917900,Parka Outdoor Lifestyle STD,VO,3200741104,55.05,EUR,5,FR01DE
30.08.2011,01.05.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200741570,2561.5,RUB,5,RU0001
30.08.2011,01.03.2012,NL,L12917900,Parka Outdoor Lifestyle STD,VO,3200741783,778.6,EUR,65,FR01NL
31.08.2011,30.06.2012,IT,L12917900,Parka Outdoor Lifestyle STD,VO,3200741994,0,EUR,\N,IT0000
31.08.2011,01.03.2012,DE,L12917900,Parka Outdoor Lifestyle STD,VO,3200742093,130.24,EUR,13,FR01DE
31.08.2011,01.05.2012,DE,L12917900,Parka Outdoor Lifestyle STD,VO,3200742093,110.21,EUR,11,FR01DE
02.09.2011,30.05.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200743265,0,RUB,\N,RU0001
02.09.2011,20.05.2012,PL,L12917900,Parka Outdoor Lifestyle STD,VO,3200743518,164.35,PLN,3,1
02.09.2011,15.03.2012,PL,L12917900,Parka Outdoor Lifestyle STD,VO,3200743522,223.6,PLN,4,1
02.09.2011,20.02.2012,XK,L12917900,Parka Outdoor Lifestyle STD,VO,3200743526,48,EUR,6,AL0002
05.09.2011,12.03.2012,PT,L12917900,Parka Outdoor Lifestyle STD,VO,3200744877,0,EUR,\N,PT0001
05.09.2011,01.05.2012,RU,L12917900,Parka Outdoor Lifestyle STD,VO,3200744923,0,RUB,\N,RU0001
23.09.2011,20.04.2012,DK,L12917900,Parka Outdoor Lifestyle STD,VO,3200745000,360.01,DKK,3,DK01FR
05.09.2011,01.02.2012,FR,L12917900,Parka Outdoor Lifestyle STD,VO,3200745043,67.21,EUR,6,FR0001
07.09.2011,15.02.2012,FR,L12917900,Parka Outdoor Lifestyle STD,VO,3200746076,50.92,EUR,4,FR0001
09.09.2011,19.03.2012,AT,L12917900,Parka Outdoor Lifestyle STD,VO,3200747186,45.22,EUR,4,AT0003
09.09.2011,16.04.2012,PT,L12917900,Parka Outdoor Lifestyle STD,VO,3200747237,37.68,EUR,3,PT0001
13.09.2011,01.02.2012,FR,L12917900,Parka Outdoor Lifestyle STD,VO,3200749522,76.38,EUR,6,FR0001
16.09.2011,02.04.2012,IT,L12917900,Parka Outdoor Lifestyle STD,VO,3200753545,44.8,EUR,4,IT0000
21.09.2011,01.04.2012,ES,L12917900,Parka Outdoor Lifestyle STD,VO,3200755931,69.33,EUR,6,SP0003
23.09.2011,01.06.2012,FR,L12917900,Parka Outdoor Lifestyle STD,VO,3200757202,0,EUR,\N,FR0001
26.09.2011,01.02.2012,AD,L12917900,Parka Outdoor Lifestyle STD,VO,3200758443,70.84,EUR,6,AD0001
26.09.2011,01.02.2012,AD,L12917900,Parka Outdoor Lifestyle STD,VO,3200758444,70.84,EUR,6,AD0001
26.09.2011,02.05.2012,FR,L12917900,Parka Outdoor Lifestyle STD,VO,3200758665,71.03,EUR,6,FR0001
19.10.2011,01.03.2012,ES,L12917900,Parka Outdoor Lifestyle STD,VO,3200773491,37.68,EUR,3,SP0003
20.10.2011,16.04.2012,AD,L12917900,Parka Outdoor Lifestyle STD,VO,3200774262,70.84,EUR,6,AD0001
13.07.2011,15.02.2012,SI,L12917900,Parka Outdoor Lifestyle STD,VO,3200813327,107.1,EUR,10,FR01SI
13.07.2011,15.02.2012,SI,L12917900,Parka Outdoor Lifestyle STD,VO,3200813342,42.84,EUR,4,FR01SI
13.07.2011,15.02.2012,SI,L12917900,Parka Outdoor Lifestyle STD,VO,3200813366,53.55,EUR,5,FR01SI
13.07.2011,15.02.2012,SI,L12917900,Parka Outdoor Lifestyle STD,VO,3200813590,117.81,EUR,11,FR01SI
13.07.2011,15.02.2012,SI,L12917900,Parka Outdoor Lifestyle STD,VO,3200813743,53.55,EUR,5,FR01SI
13.07.2011,15.02.2012,SI,L12917900,Parka Outdoor Lifestyle STD,VO,3200814085,85.68,EUR,8,FR01SI
13.07.2011,15.02.2012,SI,L12917900,Parka Outdoor Lifestyle STD,VO,3200814157,64.26,EUR,6,FR01SI
13.07.2011,15.02.2012,SI,L12917900,Parka Outdoor Lifestyle STD,VO,3200817621,42.84,EUR,4,FR01SI
13.07.2011,15.02.2012,SI,L12917900,Parka Outdoor Lifestyle STD,VO,3200817879,85.68,EUR,8,FR01SI
13.07.2011,15.02.2012,SI,L12917900,Parka Outdoor Lifestyle STD,VO,3200819181,64.26,EUR,6,FR01SI
13.07.2011,15.02.2012,HR,L12917900,Parka Outdoor Lifestyle STD,VO,3200819182,85.68,EUR,8,FI0003
13.07.2011,15.02.2012,HR,L12917900,Parka Outdoor Lifestyle STD,VO,3200819184,85.68,EUR,8,FI0003
13.07.2011,15.02.2012,HR,L12917900,Parka Outdoor Lifestyle STD,VO,3200819186,85.68,EUR,8,FI0003
13.07.2011,15.02.2012,HR,L12917900,Parka Outdoor Lifestyle STD,VO,3200819187,171.36,EUR,16,FI0003
13.07.2011,15.02.2012,SI,L12917900,Parka Outdoor Lifestyle STD,VO,3200819193,64.26,EUR,6,FR01SI
13.07.2011,15.02.2012,HR,L12917900,Parka Outdoor Lifestyle STD,VO,3200819196,149.94,EUR,14,FI0003
13.07.2011,15.02.2012,HR,L12917900,Parka Outdoor Lifestyle STD,VO,3200819201,149.94,EUR,14,FI0003
13.07.2011,15.02.2012,HR,L12917900,Parka Outdoor Lifestyle STD,VO,3200819206,149.94,EUR,14,FI0003
13.07.2011,15.02.2012,HR,L12917900,Parka Outdoor Lifestyle STD,VO,3200819210,85.68,EUR,8,FI0003
22.06.2011,01.03.2012,CH,L12918000,Parka Outdoor Lifestyle STD,VO,3200696922,105.6,CHF,5,FR01CH
01.07.2011,26.03.2012,CH,L12918000,Parka Outdoor Lifestyle STD,VO,3200700305,87.53,CHF,4,FR01CH
19.10.2011,05.03.2012,CH,L12918000,Parka Outdoor Lifestyle STD,VO,3200700306,20.4,CHF,1,FR01CH
04.07.2011,15.02.2012,CH,L12918000,Parka Outdoor Lifestyle STD,VO,3200707942,66.35,CHF,3,FR01CH
04.07.2011,05.03.2012,DE,L12918000,Parka Outdoor Lifestyle STD,VO,3200708045,33.03,EUR,3,FR01DE
06.07.2011,01.03.2012,DE,L12918000,Parka Outdoor Lifestyle STD,VO,3200708396,66.06,EUR,6,FR01DE
07.07.2011,15.02.2012,CH,L12918000,Parka Outdoor Lifestyle STD,VO,3200709247,84.48,CHF,4,FR01CH
08.07.2011,10.02.2012,CH,L12918000,Parka Outdoor Lifestyle STD,VO,3200709491,7363.01,CHF,370,FR01CH
11.07.2011,20.02.2012,FI,L12918000,Parka Outdoor Lifestyle STD,VO,3200710762,87.68,EUR,8,FI01FR
12.07.2011,20.02.2012,FI,L12918000,Parka Outdoor Lifestyle STD,VO,3200711053,87.68,EUR,8,FI01FR
12.07.2011,20.02.2012,FI,L12918000,Parka Outdoor Lifestyle STD,VO,3200711111,87.68,EUR,8,FI01FR
12.07.2011,20.02.2012,FI,L12918000,Parka Outdoor Lifestyle STD,VO,3200711113,87.68,EUR,8,FI01FR
12.07.2011,20.02.2012,FI,L12918000,Parka Outdoor Lifestyle STD,VO,3200711149,87.68,EUR,8,FI01FR
13.07.2011,01.02.2012,DE,L12918000,Parka Outdoor Lifestyle STD,VO,3200711415,371.83,EUR,36,FR01DE
13.07.2011,01.03.2012,NL,L12918000,Parka Outdoor Lifestyle STD,VO,3200711597,72.73,EUR,6,FR01NL
